,school_name,overview_paragraph,neighborhood,location,website,grades2018,finalgrades,total_students,graduation_rate,attendance_rate,college_career_rate,Borough,addr_zip,Latitude,Longitude
90,Frank Sinatra School of the Arts High School,"It is the policy of Frank Sinatra School of the Arts (FSSA) High School that every student receives the most challenging academic and arts program possible. We offer every student the opportunity to take four years of science and math in addition to four years of English and social studies. The studio arts program provides students an intensive sequential study of an art form that includes the chance to explore the history, cultural significance, and aesthetics of their selected art form. Students will be introduced to all of the disciplines offered at FSSA through a curriculum that enables students to make connections with all art forms, fostering a true artistic community.",Astoria,"35-12 35th Avenue, Astoria NY 11106(40.756099, -73.925182)",franksinatraschoolofthearts.org,9 to 12,9 to 12,831,0.93,0.93,0.95,QUEENS   ,11106,40.756534,-73.92512099999999
91,New World High School,"Our school focuses on the language acquisition needs of all students in all subjects. We engage all students in acquiring and developing the skills necessary for success by integrating English as a New Language (ENL) and technology into all content areas of instruction. Our classes are small and our academic program is challenging. We expect our students to transition out of the English as a New Language program, attend college courses beginning in the 11th grade, and graduate in four years. Students share their native cultures and languages and learn to become active citizens in their new country. Our staff works closely with students to ensure progress throughout the high school years and into higher education.",Williamsbridge-Olinville,"921 East 228th Street, Bronx NY 10466(40.888242, -73.852714)",newworldhighschool.com,9 to 12,9 to 12,403,0.88,0.93,0.77,BRONX    ,10466,40.887831,-73.852694
92,Civic Leadership Academy,"Civic Leadership Academy is a small school offering a challenging academic program with the goal of every student going to college. Our high expectations and focus on strong work habits, combined with an emphasis on critical reading, writing, and thinking skills, promote college and career readiness. The learning environment is highly personalized and supported by a dedicated and caring staff. Our curriculum is enhanced by a focus on community service, which gives students opportunities to discover their place in the world and their capacity to make a difference in their communities. We encourage parents to take an active role in helping us reach the goal of every student going to college.",Elmhurst,"45-10 94th Street, Elmhurst NY 11373(40.743228, -73.871505)",CLANYC.org,9 to 12,9 to 12,529,0.96,0.9,0.76,QUEENS   ,11373,40.74373,-73.870642
93,High School of American Studies at Lehman College,"Our school emphasizes the study of American history and offers a well-rounded academic program that aims to prepare students for admission to highly competitive colleges and for a wide range of careers in politics, law, journalism, business, science, mathematics, and the arts. All students engage in a three-year chronological study of American history. Through our collaboration with Lehman College, students have access to its campus library and athletic facilities, and take credit-bearing college classes and seminars in their junior and senior years. In all endeavors, we seek to encourage in our students a love for learning and an inquisitive spirit.",Van Cortlandt Village,"2925 Goulden Avenue, Bronx NY 10468(40.874725, -73.895543)",hsas-lehman.org,9 to 12,9 to 12,400,0.99,0.97,1.0,BRONX    ,10468,40.873938,-73.895382
94,"Science, Technology and Research Early College High School at Erasmus (STAR)","Science, Technology and Research Early College High School at Erasmus (STAR) is a small Early College Network school. Our dynamic team of high school teachers and Brooklyn College professors are eager to prepare students interested in science, mathematics, and technology for college and the world of work. With our partners, we offer a range of challenging academic courses that give students first-hand exposure to the demands of high school and college by using field-based and hands-on methods of instruction. Students use the rich resources on the Brooklyn College and other City University of New York (CUNY) campuses as their learning laboratories. In addition to their high school diploma, students may earn 30 or more college credits.",Flatbush,"911 Flatbush Avenue, Brooklyn NY 11226(40.649602, -73.957173)",starearlycollege.org,6 to 12,6 to 12,541,0.98,0.96,0.83,BROOKLYN ,11226,40.649786999999996,-73.95855
95,Bronx Studio School for Writers and Artists,"Our mission is to provide students of all academic abilities with the intellectual and social tools to lead alert, literacy-rich lives. Our project-based curriculum is designed to prepare students to become globally-minded activists with a sophisticated understanding of the political, cultural, economic, and social forces that have shaped their communities and the world around them. Our faculty and partners work tirelessly to ensure that our school is a learning environment open to all students, regardless of academic ability, and that every student is prepared for college and the world beyond. We value academic challenge, social justice, individualization, and high-quality teaching.",Hunts Point,"928 Simpson Street, Bronx NY 10459(40.820388, -73.892961)",schools.nyc.gov/SchoolSearch,6 to 12,6 to 12,643,0.64,0.84,0.5,BRONX    ,10459,40.820578999999995,-73.893128
96,Benjamin Franklin High School for Finance & Information Technology,"Our mission is to provide young men and women with the foundations for success in college and for careers in information technology (IT) and finance. We support students' growth and learning while providing strong foundations and preparation for college and professional life. As a CTE school, we nurture and support our students while providing rich, industry-approved coursework and recognized certification in the fields of IT and finance. Our students graduate with the 21st century skills to achieve success in any educational pursuit as active citizens and advocates for their community.",Cambria Heights,"207- 01 116th Avenue, Cambria Heights NY 11411(40.698786, -73.74633)",schools.nyc.gov/SchoolSearch,9 to 12,9 to 12,397,0.7905707196029778,0.87,0.5928385416666667,QUEENS   ,11411,40.697819,-73.745728
97,Wings Academy,"In September 1994, the New York City Department of Education, the Center for Collaborative Education, and the Coalition of Essential Schools sponsored the first systemic effort to redesign a large high school in the Bronx. Wings Academy was one of five pioneering small schools resulting from that effort, founded on the premise of helping young people use their minds well. Our primary goal is to develop students' habits of mind, which will encourage respect for lifelong learning, purposefulness, and success.",East Tremont,"1122 East 180th Street, Bronx NY 10460(40.841376, -73.875262)",schools.nyc.gov/SchoolSearch,9 to 12,9 to 12,491,0.53,0.81,0.35,BRONX    ,10460,40.841794,-73.875366
98,Townsend Harris High School,"Townsend Harris is an academically selective high school that is recognized nationally as a model of secondary education. The culturally diverse student body comprises approximately 1,100 individuals who have demonstrated evidence of high academic motivation and achievement. Our program emphasizes mastery in the humanities, mathematics, science, and classics, and requires of our students the leadership skills, discipline, and work ethic expected by the most demanding colleges and careers.",Kew Gardens Hills,"149-11 Melbourne Avenue, Flushing NY 11367(40.737038, -73.821532)",www.thhs.qc.edu,9 to 12,9 to 12,1141,0.99,0.97,1.0,QUEENS   ,11367,40.734390000000005,-73.821392
99,Academy for Software Engineering (AFSE),"Our school prepares students to design and create the next generation of software and applications. Partnering directly with NYC's technology and entrepreneurial community, students learn advanced computing skills to foster innovations in the arts, sciences, and business. Academically challenging classes in all content areas coupled with individualized academic support, problem-solving learning experiences, and career mentoring ensure every student has a personalized pathway to college, career, and life. Our students represent tomorrow's inquisitive problem-solvers, collaborative leaders, and innovative entrepreneurs: the young people who dare to dream that anything is possible through innovation, technical design and software engineering.",Gramercy,"40 Irving Place, Manhattan NY 10003(40.735361, -73.987064)",afsenyc.org,9 to 12,9 to 12,460,0.85,0.9,0.82,MANHATTAN,10003,40.735494,-73.987659
100,Pathways College Preparatory School: A College Board School,"Pathways College Preparatory School is an Early College Secondary School. We are a family oriented community that prides ourselves on educating the mind, body, and soul of each of our students in preparation for entrance into and success in college and/or a career. Through rigorous course work and exposure to real world experiences, students gain the necessary skills to compete with their peers across the nation and the world.",Hollis,"109-89 204th Street, Saint Albans NY 11412(40.705989, -73.752885)",pathwaysprep.org,6 to 12,6 to 12,583,0.66,0.91,0.57,QUEENS   ,11412,40.70646,-73.753579
101,Comprehensive Model School Project M.S. 327,"At the Comprehensive Model School Project (CMSP), children are our first priority. We are an inclusive community comprised of students, parents and educators dedicated to high academic achievement and the complete social-emotional development of each student. We are a community that respects and honors diversity. Students are valued members of our school community who understand the importance of self-respect and respect for others. The academic success of our students is a collaborative effort and is the result of our staff's expertise, planning and professionalism, extensive parent involvement, students' commitment to success, and an atmosphere of social equity in our school.",West Concourse,"1501 Jerome Avenue, Bronx NY 10452(40.842503, -73.916084)",schools.nyc.gov/SchoolSearch,6 to 12,6 to 12,734,0.83,0.88,0.72,BRONX    ,10452,40.842495,-73.91608199999999
102,Williamsburg Preparatory School,"Williamsburg Preparatory High School is a small school with a big mission. We take ordinary kids and get extraordinary results. We provide a college preparatory education that focuses on supporting the whole child. Our school is built on four SHIPS: relationship, citizenship, leadership, and scholarship, and students are given individual attention to meet the expectations of these SHIPs. During 9th and 10th grade, students learn the skills necessary to be successful in high school, and take a majority of their Regents exams while being regularly exposed to a Common Core-aligned curriculum. In 11th and 12th grade, students concentrate on college preparatory courses to prepare them for the next stage of their life.",Williamsburg,"257 North 6th Street, Brooklyn NY 11211(40.715561, -73.954815)",williamsburgprep.com,9 to 12,9 to 12,676,0.95,0.9,0.74,BROOKLYN ,11211,40.715073,-73.95475400000001
103,University Heights Secondary School,"Our school feels like college. We provide a rich and authentic learning environment that is rigorous, college and career focused, family oriented and dedicated to cultivating successive generations of citizens prepared to constructively participate in the society of their time. Students can earn up to 18 college credits through our partnership with CUNY and choose from Advanced Placement (AP) courses and STEM electives. Liberal arts and humanities electives include theater, photojournalism, media and broadcasting, band, business, and entrepreneurship. Students also gain real world experience through our executive internship program. Our curriculum fosters independence, critical thinking, and social responsibility.",Melrose S.-Mott Haven N.,"701 St. Anns Avenue, Bronx NY 10455(40.818041, -73.911633)",UniversityHeightsHighSchool.org,9 to 12,9 to 12,491,0.98,0.93,0.78,BRONX    ,10455,40.81825,-73.91103000000001
104,Queens Gateway to Health Sciences Secondary School,"Queens Gateway to Health Sciences Secondary School (Gateway), ""The Public School with a Private Flair,"" is committed to discipline and hard work. We are proud of the high academic achievement of our students, who are currently recognized for their performance in mathematics. Our focus is on Medical Professions and students are required to participate in the Hospital Experience Program at Queens Hospital Center. Our nurturing school environment includes staff, parents, and supportive partners. Together, we hold high expectations for the success of all students.",Flushing Heights-Hillcrest,"160-20 Goethals Avenue, Jamaica NY 11432(40.718027, -73.805923)",queensgateway.org,6 to 12,6 to 12,690,0.96,0.95,0.92,QUEENS   ,11432,40.718831,-73.806499
105,Baruch College Campus High School,"Baruch College Campus High School (BCCHS) collaborates with Baruch College to create a challenging, interdisciplinary, liberal arts high school. This intensive four-year program asks students to explore the philosophical, ethical, and aesthetic dimensions of the human experience. We expect our students to become socially conscious, responsible leaders in our transforming world. BCCHS is committed to our Core Values for developing life-long learners: Rigor, Community, Real World Connections, and Global Citizenship. Baruchians embody our 3 Es: Empathy, Extraordinariness and Enthusiasm.",Chelsea-Union Sq,"55 East 25th Street, Manhattan NY 10010(40.741888, -73.985723)",bcchsnyc.net,9 to 12,9 to 12,460,1.0,0.97,0.94,MANHATTAN,10010,40.741929999999996,-73.986521
106,High School for Public Service: Heroes of Tomorrow,"The High School for Public Services enables students to develop a strong foundation of academic and social skills necessary to be productive contributors to our society. We offer a small and dynamic learning environment with many service-learning opportunities which serves as a major component of our school and student life. Our mission to perform community service is visible in our school and throughout the local neighborhoods. Students graduate with a resume of impressive credentials and experiences aligned to activism, workplace skills, and bringing positive changes to society. They are encouraged to strive for excellence through challenging coursework in our Medical Academy, Law Academy, and Community Action programs.",Prospect Lefferts Gardens,"600 Kingston Avenue, Brooklyn NY 11203(40.658671, -73.943839)",highschoolforpublicservice.com,9 to 12,9 to 12,454,0.95,0.93,0.84,BROOKLYN ,11203,40.658893,-73.942458
107,The Eagle Academy for Young Men of Staten Island,"The Eagle Academy for Young Men of Staten Island is an all-male college preparatory school (grades 6-12) that educates and develops young men to be future leaders. We recognize the diversity within our learning community and respect the individuality of each scholar. We are committed to providing 21st century technology, fostering intellectual development, establishing self-esteem, and encouraging personal responsibility. We realize the need for all students to become independent, lifelong learners prepared to successfully meet the demands of a changing world and as such our entire approach is focused around instilling five core values in our scholars: Confidence, Leadership, Effort, Academic Excellence, and Resilience.",Stapleton-Rosebank,"104 Gordon Street, Staten Island NY 10304(40.620443, -74.080695)",schools.nyc.gov/SchoolSearch,6 to 11,6 to 11 - This school is expanding to serve grades 6 to 12.,253,0.7905707196029778,0.8676470588235294,0.5928385416666667,STATEN IS,10304,40.624263,-74.082667
108,City College Academy of the Arts,The City College Academy of the Arts (CCAA) is an early college school. CCAA focuses on providing academic support that will allow our students to begin taking college courses in the 9th grade so they can graduate high school with 60 college credits from The City College of New York (CCNY). Arts are used to support instruction across subject areas. Instruction is supported by tutors from CCNY and enriched by visits to a variety of cultural sites within New York City.,Washington Heights N.,"4600 Broadway, Manhattan NY 10040(40.860951, -73.930082)",schools.nyc.gov/SchoolSearch,6 to 12,6 to 12,602,0.97,0.94,0.88,MANHATTAN,10040,40.86079,-73.930672
109,Staten Island Technical High School,"SI Technical High School provides a robust liberal arts curriculum including courses in science, technology, engineering, arts, and mathematics (STEAM) and a cutting edge Career and Technical Education (CTE) program. All students take an Intensive Writing course and English and Language Arts curriculum to prepare them for Advanced Placement (AP) Language and AP Literature and Composition. Students take four years of mathematics, a variety of STEM and AP courses, graduate with at least two or three AP Social Studies courses, and take three years of the Russian language with an optional fourth year of a second language via a blended learning program. All ninth grade students receive a computer to use in school and to take home.",New Dorp,"485 Clawson Street, Staten Island NY 10306(40.568299, -74.117086)",siths.org,9 to 12,9 to 12,1320,1.0,0.97,0.88,STATEN IS,10306,40.567873,-74.11537299999999
110,Art and Design High School,"Art & Design prepares students for careers in the arts. Our CTE programs include Film/Video, Photography, Animation, Architectural and Graphic Design, Illustration, Fashion, and Cartooning. Our instruction positions students for acclaimed awards and scholarships and facilitates entry into choice colleges. Teachers develop curriculum collaboratively with industry partners and colleagues in higher education. Students learn Adobe Suite and AutoCAD programs required for their field of study and achieve certification. We offer Advanced Placement (AP) and CUNY College Now courses. Our internships enable students to explore art careers. Our mission is to prepare students for college and career readiness through hands on studio work and challenging academics.",E. Midtown,"231-249 East 56th Street, Manhattan NY 10019(40.759248, -73.967204)",artanddesignhs.org,9 to 12,9 to 12,1447,0.85,0.9,0.66,MANHATTAN,10019,40.759240000000005,-73.967203
111,Maspeth High School,"Maspeth High School was founded in September 2011. We operate under the classical philosophy that all knowledge is interrelated. We expect all of our students to graduate with an Arts Endorsed, Advanced Regents diploma in four years and attend top four-year colleges and universities. A graduate of Maspeth High School will have taken four years of Classical Language, Latin or Mandarin, and be fully prepared for college, career, and productive citizenship.",Maspeth,"54-40 74th Street, Elmhurst NY 11373(40.729104, -73.887909)",maspethhighschool.org,9 to 12,9 to 12,1196,0.98,0.92,0.84,QUEENS   ,11373,40.729939,-73.88748199999999
112,The Urban Assembly School for Applied Math and Science,"The Urban Assembly School for Applied Math and Science strives to develop and prepare all of our students to become compassionate, critical thinkers capable of successful pursuits after high school. We expect that all of our students will be prepared for college-level study and will be equipped with the skills to make solid career choices. We operate on the premise that as critical thinkers attempt to make sense of the world around them, they tend naturally to engage deeply with mathematics, and that applied mathematics can be a powerful unifying force in the school experience. As a result, the mathematical sciences are celebrated at this school.",Claremont-Bathgate,"1595 Bathgate Avenue, Bronx NY 10457(40.839508, -73.901774)",AMSbronx.org,6 to 12,6 to 12,616,0.86,0.86,0.76,BRONX    ,10457,40.839244,-73.90131600000001
113,World Journalism Preparatory: A College Board School,"At World Journalism Preparatory School (WJPS), journalism is a tool used to share learning and practice the habits of critical thinking in regard to citizenship and democracy. Student publications include an award winning school newspaper, news broadcast program, and yearbook. Opportunities to be immersed in journalism exist through fieldwork, creative projects, performances and interviews. Students visit television networks, newspapers, publishers and colleges. WJPS also offers many opportunities for students to earn college credit before graduating from high school.",Auburndale,"34-65 192nd Street, Flushing NY 11358(40.764884, -73.789365)",wjps.org,6 to 12,6 to 12,567,0.97,0.93,0.85,QUEENS   ,11358,40.765133,-73.790083
114,Fordham High School for the Arts,"Fordham High School for the Arts (FHSA) offers a rigorous academic and arts curriculum which leads students towards an Advanced Regents diploma, college acceptance, and career readiness. Students pursue a four-year sequence in either instrumental music/music production and engineering, vocal music, drama, technical theater, visual arts, or dance. Numerous partnerships with Roundabout Theatre Company, New York Theatre Workshop, Carnegie Hall, Lincoln Center Theatre, Studio in a School, and residencies with professional artists afford students the opportunity to explore and develop their talents in various mediums of artistic expression. Work-Based Learning Internships allow students an opportunity to explore career paths in the arts and beyond.",Belmont,"500 East Fordham Road, Bronx NY 10458(40.859466, -73.888625)",fordhamhsforthearts.com,9 to 12,9 to 12,356,0.93,0.91,0.72,BRONX    ,10458,40.860043,-73.888267
115,"Queens High School of Teaching, Liberal Arts and the Sciences","QHST is a rigorous college preparatory high school on a beautiful and safe, 32-acre campus. With a new NCAA regulation sports complex and 21st Century College and Career Research Center, we prepare students for success in high school, college, and beyond. Students are programmed into one of three Small Learning Communities where they are known well by all. Our model supports students' achievement of some of the highest attendance and graduation rates citywide. We offer college level credit-bearing and AP courses, a daily literacy (DEAR) program, advisory program, senior electives, and a Teaching Institute. Community partnerships and our extended-day programs ensure that students continue academic and social learning beyond the school day.",Bellerose,"74-20 Commonwealth Boulevard, Bellerose NY 11426(40.744197, -73.728834)",queenshsofteaching.org,9 to 12,9 to 12,1073,0.91,0.91,0.79,QUEENS   ,11426,40.746088,-73.727535
116,Leon M. Goldstein High School for the Sciences,"Our school is affiliated with Kingsborough Community College. All students study math and science every year and three years of of a World Language as a high school student. Additionally, all 9th and 10th grade students are mandated to take computer science courses. Our school is committed to academic excellence in a caring community.",Manhattan Beach,"1830 Shore Boulevard, Brooklyn NY 11235(40.578356, -73.934449)",lmghs.org,9 to 12,9 to 12,1011,0.94,0.96,0.75,BROOKLYN ,11235,40.580894,-73.935952
117,Columbia Secondary School,"Columbia Secondary School (CSS) is a school serving grades six through twelve which specializes in academically talented students who have an interest in a selective and demanding program focusing on math, science, and engineering. CSS immerses students in science and math as a way of making sense of the world. Learning experiences focus on active exploration of major concepts, ideas, and theories that respond to life's big questions. Our students become aware of their responsibilities to their communities and to the world. At CSS, students engage in their own explorations so that they may experience the excitement of discovery.",Morningside Heights,"425 West 123rd Street, Manhattan NY 10027(40.810793, -73.955722)",columbiasecondary.org,6 to 12,6 to 12,702,1.0,0.94,0.88,MANHATTAN,10027,40.810431,-73.955809
118,Brooklyn Collaborative Studies,"Brooklyn Collaborative is a diverse and respectful Expeditionary Learning Education School, in partnership with NYC Outward Bound Schools, committed to developing students and staff who are kind, open-minded, persistent, responsible, and courageous. With support from peers, staff, families, and school partners, students engage in challenging academic and social experiences that prepare them for college-level learning and full participation in civic life. Students learn to apply their intellect and effort to benefit themselves and their community.",Carroll Gardens-Red Hook,"610 Henry Street, Brooklyn NY 11231(40.679462, -74.002022)",bcs448.org,6 to 12,6 to 12,681,0.9,0.84,0.74,BROOKLYN ,11231,40.68007,-74.001377
119,George Washington Carver High School for the Sciences,"The mission of our school is to provide students with an in-depth, well-rounded education that emphasizes science and mathematics. Classroom teaching and learning are complemented with authentic, inquiry-based research experiences. The combination of research and teaching experience prepares students to become critical-thinkers and problem-solvers who pursue careers in biological sciences, physical sciences, mathematics, engineering, and veterinary sciences. The physical, emotional, and social well-being of our student body is nurtured through advisories, community service, and a small and personalized learning community.",Springfield Gardens North,"143-10 Springfield Boulevard, Springfield Gardens NY 11413(40.66903, -73.757744)",gwc.connectwithkids.com,9 to 12,9 to 12,468,0.78,0.88,0.66,QUEENS   ,11413,40.668234999999996,-73.756839
120,"High School for Construction Trades, Engineering and Architecture","This is a CTE school that prepares students for college, technical school, and apprenticeships in construction trades, engineering, and architecture. We have state-of-the art facilities that support computer-aided design, mechanical drafting, technical drawing, model building, construction technology, electrical installation, digital electronics, and engineering. We partner with construction, architecture, and engineering firms and non-profits. We allow students to explore their talents and interests while receiving a solid academic foundation that prepares them for college and careers. Our learning environment promotes academic achievement through the integration of career interests and making connections between learning and the world.",Richmond Hill,"94-06 104th Street, Ozone Park NY 11416(40.689177, -73.841475)",hsforctea.org,9 to 12,9 to 12,1027,0.98,0.94,0.82,QUEENS   ,11416,40.689591,-73.840717
121,"High School for Mathematics, Science and Engineering at City College (HSMSE)","HSMSE @ CCNY provides a unique and unparalleled collaborative educational experience. The school's mission is to encourage students to develop the habits of inquiry, written and verbal expression, and critical thinking. Students are drawn from all five boroughs, making it one of the most ethnically diverse schools in New York City. The academically rigorous learning environment focuses on mathematics, science, and engineering, while emphasizing civic responsibility and the value of acquiring knowledge for its own intrinsic reward. The deep professional and personal experiences of the faculty enrich the learning community; many faculty members have earned doctorates and distinguished themselves in business, engineering, and other fields.",Manhattanville,"240 Convent Avenue, Manhattan NY 10031(40.820208, -73.950354)",hsmse.org,9 to 12,9 to 12,500,0.99,0.96,0.99,MANHATTAN,10031,40.82074,-73.949097
